,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,AVERAGE ALLOWED CHARGES,AVERAGE PAYMENT,CARDIOVASCULAR,DIGESTIVE SYSTEM,EAR,ENDOCRINE SYSTEM,EYE,FEMALE GENITALIA,INTEGUMENTARY,LYMPHATIC,MALE GENITALIA,MATERNITY,MEDIASTINUM,MUSCULOSKELETAL,RESPIRATORY,URINARY,y
13213,26113.0,TOTAL,2362.0,1341268.52,1037558.94,567.8528873835733,439.27135478408127,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13217,26115.0,TOTAL,6126.0,2443148.74,1884106.54,398.8163140711721,307.5590173032974,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13221,26116.0,TOTAL,4687.0,2457495.76,1896786.79,524.3216897802432,404.69101557499465,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13225,26117.0,TOTAL,327.0,227004.69,175558.87,694.2039449541285,536.8772782874618,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13229,26118.0,TOTAL,176.0,164795.48,128455.2,936.3379545454546,729.8590909090909,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13233,26121.0,TOTAL,2841.0,2054400.22,1585856.31,723.1257374164027,558.2035586061246,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13237,26123.0,TOTAL,12644.0,12143681.45,9370945.23,960.4303582726984,741.1377119582411,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13241,26125.0,TOTAL,4487.0,1252603.23,973459.67,279.1627434811678,216.95111878760866,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13244,26130.0,TOTAL,141.0,47363.35000000001,36707.56,335.9102836879434,260.337304964539,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13248,26135.0,TOTAL,674.0,314487.58,242413.51,466.59878338278935,359.66396142433234,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13252,26140.0,TOTAL,585.0,247868.03,191818.27,423.7060341880342,327.89447863247864,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13256,26145.0,TOTAL,9283.0,3817506.81,2957860.13,411.23632554131206,318.63192179252394,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13260,26160.0,TOTAL,22408.0,8954543.95,6886607.32,399.61370715815775,307.3280667618708,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13264,26170.0,TOTAL,444.0,129055.36,99463.16,290.66522522522524,224.01612612612612,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13268,26180.0,TOTAL,1039.0,395047.84,305767.04,380.21928777670837,294.28974013474493,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13271,26185.0,TOTAL,87.0,33217.61,25669.65,381.8116091954023,295.0534482758621,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13275,26200.0,TOTAL,273.0,104596.13,80761.68,383.13600732600736,295.83032967032966,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13278,26205.0,TOTAL,23.0,12932.95,10139.41,562.3021739130435,440.84391304347827,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13282,26210.0,TOTAL,3413.0,1600947.06,1239948.32,469.07326692059775,363.3015880457076,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13286,26215.0,TOTAL,49.0,26752.15,20889.11,545.9622448979592,426.3083673469388,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13290,26230.0,TOTAL,420.0,154097.94,119292.81,366.8998571428572,284.0305,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13294,26235.0,TOTAL,922.0,378908.55,291764.64,410.96372017353576,316.4475488069414,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13298,26236.0,TOTAL,1242.0,477970.8700000001,367788.34,384.83966988727866,296.1258776167472,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13301,26250.0,TOTAL,19.0,17380.26,13267.55,914.7505263157894,698.2921052631579,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13304,26260.0,TOTAL,38.0,23333.02,18105.81,614.0268421052632,476.46868421052636,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13307,26262.0,TOTAL,36.0,17221.98,13497.33,478.3883333333333,374.92583333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13311,26320.0,TOTAL,572.0,199045.69,153369.34,347.9819755244755,268.12821678321677,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13315,26340.0,TOTAL,3059.0,539386.54,421170.54,176.32773455377577,137.6824256292906,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13319,26341.0,TOTAL,7675.0,718029.62,546822.8099999999,93.55434788273615,71.24727166123778,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13323,26350.0,TOTAL,991.0,583794.71,453567.22,589.0965792129163,457.6863975782038,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13326,26352.0,TOTAL,114.0,71198.12,54793.31,624.5449122807017,480.6430701754386,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13330,26356.0,TOTAL,1462.0,1301711.88,1006060.16,890.3638030095758,688.1396443228455,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13333,26357.0,TOTAL,118.0,81010.39,63422.16,686.5287288135593,537.4759322033899,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13337,26358.0,TOTAL,65.0,50039.28,39230.84,769.8350769230769,603.5513846153846,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13341,26370.0,TOTAL,326.0,228664.01,176527.63,701.4233435582822,541.4957975460123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13344,26372.0,TOTAL,45.0,32037.75,25176.74,711.95,559.4831111111112,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13347,26373.0,TOTAL,25.0,19545.75,15202.38,781.83,608.0952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13350,26390.0,TOTAL,99.0,64877.08,50426.42,655.3240404040404,509.35777777777776,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13354,26392.0,TOTAL,63.0,54526.22,42784.39,865.4955555555556,679.1173015873015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13358,26410.0,TOTAL,1667.0,689475.68,533657.8300000001,413.6026874625075,320.13067186562694,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13362,26412.0,TOTAL,137.0,76230.85999999999,58731.91,556.4296350364963,428.70007299270077,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13366,26415.0,TOTAL,61.0,29805.04,23273.59,488.60721311475413,381.534262295082,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13369,26416.0,TOTAL,14.0,11315.16,8871.12,808.2257142857143,633.6514285714286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13373,26418.0,TOTAL,2885.0,1264161.08,973289.49,438.1840831889082,337.36204159445407,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13377,26420.0,TOTAL,168.0,107642.69,83594.06999999999,640.7302976190476,497.58374999999995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13381,26426.0,TOTAL,493.0,279969.67,216377.06,567.8897971602433,438.8987018255578,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13384,26428.0,TOTAL,26.0,20360.84,15957.28,783.1092307692307,613.7415384615385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13388,26432.0,TOTAL,950.0,478641.21,368022.69,503.832852631579,387.3923052631579,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13392,26433.0,TOTAL,462.0,212330.18,162658.15,459.5891341991342,352.0739177489177,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13395,26434.0,TOTAL,23.0,12195.56,9409.42,530.2417391304348,409.10521739130434,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13399,26437.0,TOTAL,2464.0,1094378.79,846492.51,444.1472362012987,343.5440381493506,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13403,26440.0,TOTAL,3018.0,1372035.0,1060576.59,454.61729622266404,351.417027833002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13407,26442.0,TOTAL,957.0,791164.63,606101.5199999999,826.713301985371,633.334921630094,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13411,26445.0,TOTAL,2065.0,790181.27,613770.5,382.6543680387409,297.22542372881355,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13414,26449.0,TOTAL,296.0,157332.07,122882.93,531.5272635135135,415.1450337837838,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13418,26450.0,TOTAL,385.0,97015.48000000001,75630.81,251.98825974025976,196.44366233766232,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13422,26455.0,TOTAL,510.0,148609.44,115090.28,291.3910588235294,225.66721568627452,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13426,26460.0,TOTAL,436.0,114019.69,87335.95,261.5130504587156,200.3118119266055,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13430,26471.0,TOTAL,252.0,99139.02,77629.65,393.40880952380957,308.0541666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13434,26474.0,TOTAL,51.0,20924.06,15341.85,410.27568627450984,300.8205882352941,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13438,26476.0,TOTAL,116.0,39651.85,30842.19,341.8262931034483,265.88094827586207,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13442,26477.0,TOTAL,160.0,54285.74000000001,42246.09,339.2858750000001,264.03806249999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13446,26478.0,TOTAL,399.0,141551.06,109498.33,354.76456140350876,274.4319047619048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13449,26479.0,TOTAL,44.0,14664.77,11381.89,333.2902272727273,258.6793181818182,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13453,26480.0,TOTAL,13638.0,6525776.28,5047209.819999999,478.4995072591289,370.0843100161313,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13457,26483.0,TOTAL,777.0,462070.28,359715.08,594.6850450450451,462.95377091377094,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13461,26485.0,TOTAL,833.0,444120.6900000001,340624.58,533.1580912364948,408.9130612244898,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13464,26489.0,TOTAL,101.0,81471.42,62688.38,806.6477227722772,620.6770297029702,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13467,26490.0,TOTAL,106.0,79303.12999999999,61556.61,748.1427358490565,580.7227358490566,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13470,26492.0,TOTAL,53.0,44229.85,33938.96999999999,834.5254716981132,640.3579245283016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13472,26494.0,TOTAL,12.0,10115.4,7930.47,842.9499999999999,660.8725000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13476,26496.0,TOTAL,123.0,100336.39,77359.09000000001,815.7430081300813,628.9356910569106,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13480,26497.0,TOTAL,113.0,81941.97,63475.74000000001,725.1501769911505,561.7322123893806,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13483,26498.0,TOTAL,60.0,57499.92,45070.63,958.332,751.1771666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13486,26499.0,TOTAL,14.0,7372.37,5446.3,526.5978571428572,389.0214285714286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13490,26500.0,TOTAL,242.0,104882.76,81374.14,433.3998347107438,336.25677685950416,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13494,26502.0,TOTAL,100.0,58364.41,45730.85999999999,583.6441,457.30859999999996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13498,26508.0,TOTAL,116.0,43704.6,33711.23,376.7637931034483,290.61405172413794,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13502,26510.0,TOTAL,221.0,92422.75,68859.75,418.2024886877828,311.5825791855204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13506,26516.0,TOTAL,795.0,350596.73,268930.54,441.0021761006289,338.2774088050314,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13508,26517.0,TOTAL,12.0,9380.81,7354.54,781.7341666666666,612.8783333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13511,26518.0,TOTAL,21.0,11923.64,8292.25,567.7923809523809,394.8690476190476,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13515,26520.0,TOTAL,1045.0,451501.27,351260.15,432.05863157894737,336.1341148325359,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13519,26525.0,TOTAL,2112.0,1018334.91,789634.0700000001,482.1661505681818,373.87976799242426,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13523,26530.0,TOTAL,394.0,199851.39,152728.47,507.23703045685284,387.6357106598985,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13527,26531.0,TOTAL,2851.0,1430416.62,1105135.57,501.7245247281656,387.63085584005614,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13531,26535.0,TOTAL,698.0,501076.41,389569.69,717.8745128939828,558.12276504298,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13535,26536.0,TOTAL,1812.0,1455054.84,1124307.61,803.0103973509935,620.4788134657837,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13539,26540.0,TOTAL,1747.0,930253.7599999999,717534.6,532.486410990269,410.7238694905552,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13543,26541.0,TOTAL,374.0,255658.34,197603.37,683.578449197861,528.351256684492,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13547,26542.0,TOTAL,248.0,121930.96,94791.06,491.6570967741936,382.2220161290322,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13551,26545.0,TOTAL,121.0,70574.87,54713.99,583.263388429752,452.1817355371901,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13555,26546.0,TOTAL,261.0,218143.35,164788.32,835.798275862069,631.3728735632184,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13559,26548.0,TOTAL,365.0,240217.57,187442.17,658.1303287671233,513.5401917808219,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13570,26560.0,TOTAL,14.0,6676.63,5116.86,476.90214285714285,365.48999999999995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13578,26565.0,TOTAL,126.0,71979.86,54444.89,571.2687301587301,432.1023015873016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13582,26567.0,TOTAL,190.0,121436.8,93798.33,639.141052631579,493.6754210526316,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13585,26568.0,TOTAL,50.0,38689.97,28935.53,773.7994,578.7106,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13593,26590.0,TOTAL,13.0,11810.52,9213.5,908.5015384615385,708.7307692307693,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13597,26591.0,TOTAL,291.0,96398.5,75345.04999999999,331.266323024055,258.9176975945017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13601,26593.0,TOTAL,1242.0,434625.31,336496.8,349.9398631239936,270.93140096618356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13609,26600.0,TOTAL,16249.0,4163547.5,3172964.64,256.23407594313494,195.27137916179458,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13613,26605.0,TOTAL,1595.0,438323.9,334599.55,274.81122257053295,209.78028213166144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13617,26607.0,TOTAL,100.0,40520.68,31501.27,405.2068,315.0127,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13621,26608.0,TOTAL,1650.0,844531.7100000001,653156.9600000001,511.83740000000006,395.8527030303031,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13625,26615.0,TOTAL,2551.0,2104060.01,1627349.24,824.7981223049784,637.9260054880439,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13628,26641.0,TOTAL,121.0,37208.37,28147.65,307.5071900826446,232.62520661157026,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13631,26645.0,TOTAL,57.0,19886.41,15473.25,348.88438596491227,271.4605263157895,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13635,26650.0,TOTAL,249.0,130241.56,99904.5,523.0584738955823,401.22289156626505,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13639,26665.0,TOTAL,134.0,121183.74,93091.61,904.3562686567165,694.7135074626866,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13641,26670.0,TOTAL,168.0,43840.33,33663.02,260.95434523809524,200.37511904761902,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13644,26675.0,TOTAL,32.0,10238.29,7666.34,319.9465625,239.573125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13648,26676.0,TOTAL,217.0,116588.83,91182.91,537.2757142857143,420.19774193548386,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13652,26685.0,TOTAL,148.0,83269.28,61602.77,562.6302702702702,416.2349324324324,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13656,26686.0,TOTAL,74.0,44405.50999999999,33966.54,600.0744594594593,459.0072972972973,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13659,26700.0,TOTAL,590.0,153378.93,117204.53,259.9642881355932,198.65174576271187,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13662,26705.0,TOTAL,145.0,46632.69,35828.87,321.60475862068967,247.0956551724138,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13666,26706.0,TOTAL,154.0,46284.38,35842.58,300.54792207792207,232.744025974026,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13670,26715.0,TOTAL,259.0,138264.34,107556.75,533.8391505791506,415.27702702702703,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13674,26720.0,TOTAL,11680.0,1897556.59,1439712.16,162.4620368150685,123.26302739726027,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13678,26725.0,TOTAL,2428.0,676674.5,521628.77,278.69625205930805,214.83886738056015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13682,26727.0,TOTAL,2921.0,1579726.34,1225429.01,540.8169599452243,419.5237966449846,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13686,26735.0,TOTAL,1952.0,1155292.01,893257.42,591.8504149590163,457.6113831967213,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13689,26740.0,TOTAL,1177.0,246198.19,187348.95,209.17433305012744,159.1749787595582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13692,26742.0,TOTAL,364.0,105479.29,80608.77,289.77826923076924,221.45266483516485,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13696,26746.0,TOTAL,1227.0,906375.6799999999,701335.61,738.6924857375712,571.5856642216788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13700,26750.0,TOTAL,7480.0,1152824.76,867900.6499999999,154.12095721925135,116.02949866310159,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13704,26755.0,TOTAL,552.0,133586.59,102902.75,242.0046920289855,186.41802536231884,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13708,26756.0,TOTAL,604.0,272809.36,210271.83,451.67112582781454,348.1321688741722,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13712,26765.0,TOTAL,1656.0,833044.5800000001,641926.42,503.04624396135273,387.63672705314013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13715,26770.0,TOTAL,5745.0,1215555.58,928078.96,211.58495735422107,161.54551087902524,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13718,26775.0,TOTAL,459.0,144785.97,111346.68,315.4378431372549,242.58535947712417,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13722,26776.0,TOTAL,323.0,160891.29,124500.47,498.1154489164087,385.45037151702786,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13726,26785.0,TOTAL,672.0,367335.06,283382.01,546.6295535714286,421.69941964285715,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13729,26820.0,TOTAL,41.0,27249.3,20090.09,664.6170731707317,490.0021951219512,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13733,26841.0,TOTAL,259.0,190495.41,146173.17,735.5035135135136,564.3751737451738,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13737,26842.0,TOTAL,110.0,73388.54000000001,56212.27,667.1685454545456,511.02063636363636,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13741,26843.0,TOTAL,46.0,25557.74,18522.07,555.6030434782609,402.6536956521739,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13745,26844.0,TOTAL,65.0,40336.81,29975.2,620.5663076923076,461.1569230769231,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13749,26850.0,TOTAL,1810.0,1049455.99,808639.0700000001,579.8099392265193,446.76191712707185,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13753,26852.0,TOTAL,628.0,352777.77,273909.01,561.7480414012739,436.1608439490446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13757,26860.0,TOTAL,5306.0,3630538.27,2792697.28,684.2326177911798,526.3281718808895,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13761,26861.0,TOTAL,623.0,65519.05,50869.41,105.16701444622794,81.65234349919744,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13765,26862.0,TOTAL,889.0,659656.1799999999,506452.55,742.020449943757,569.6879077615298,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13769,26863.0,TOTAL,95.0,18165.81,14213.57,191.21905263157896,149.61652631578946,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13773,26910.0,TOTAL,1413.0,900476.4600000001,697432.2799999999,637.2798726114651,493.5826468506723,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13777,26951.0,TOTAL,8206.0,4501138.069999999,3480268.3,548.5179222520106,424.11263709480863,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13781,26952.0,TOTAL,2165.0,1187842.51,920170.39,548.6570484988453,425.02096535796767,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13785,26989.0,TOTAL,147.0,52045.36,40713.41,354.0500680272109,276.9619727891157,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13789,26990.0,TOTAL,4303.0,2174250.15,1689841.09,505.28704392284453,392.7123146641878,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13792,26991.0,TOTAL,231.0,98677.78,76777.32999999999,427.17653679653677,332.3693939393939,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13795,26992.0,TOTAL,621.0,444649.48,346727.47,716.0217069243156,558.3373107890499,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13799,27000.0,TOTAL,464.0,160512.8,123290.9,345.93275862068964,265.71314655172415,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13802,27001.0,TOTAL,243.0,69974.38,54739.22,287.96041152263376,225.26427983539097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13805,27003.0,TOTAL,16.0,7386.36,5790.900000000001,461.6475,361.93125000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13809,27005.0,TOTAL,325.0,118837.28,92937.28,365.6531692307692,285.96086153846153,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13813,27006.0,TOTAL,589.0,270135.2,209801.19,458.63361629881155,356.1989643463497,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13817,27025.0,TOTAL,356.0,262056.51,200656.95,736.1137921348314,563.6431179775282,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13820,27027.0,TOTAL,136.0,98111.08,76178.84999999999,721.405,560.1386029411764,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13824,27030.0,TOTAL,2370.0,1502675.09,1170027.8,634.0401223628693,493.68261603375527,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13827,27033.0,TOTAL,576.0,355109.3,276499.67,616.5092013888889,480.0341493055555,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13830,27035.0,TOTAL,73.0,78841.34000000001,61764.84,1080.0183561643837,846.0936986301369,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13834,27036.0,TOTAL,744.0,423152.53,328108.66,568.7534005376344,441.00626344086015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13838,27040.0,TOTAL,318.0,83371.19,64173.27,262.1735534591195,201.8027358490566,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13841,27041.0,TOTAL,453.0,231632.0,180092.64,511.3289183222958,397.55549668874175,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13845,27043.0,TOTAL,1374.0,706601.5800000001,544682.85,514.2660698689957,396.421288209607,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13849,27045.0,TOTAL,696.0,412657.35,321032.82,592.8984913793103,461.2540517241379,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13853,27047.0,TOTAL,982.0,375747.01,291480.36,382.6344297352342,296.82317718940936,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13857,27048.0,TOTAL,512.0,243903.24,187695.41,476.373515625,366.59259765625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13860,27049.0,TOTAL,174.0,202192.34,156383.57,1162.0249425287357,898.7561494252874,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13863,27050.0,TOTAL,13.0,4103.63,3215.62,315.6638461538462,247.3553846153846,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13866,27052.0,TOTAL,81.0,31194.11,23890.13,385.1124691358025,294.9398765432099,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13869,27054.0,TOTAL,582.0,186355.4,145780.41,320.19828178694155,250.48180412371136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13872,27057.0,TOTAL,40.0,33722.93,26430.46,843.07325,660.7615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13875,27059.0,TOTAL,441.0,721564.8300000001,559589.5299999999,1636.2014285714288,1268.910498866213,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13878,27060.0,TOTAL,60.0,23850.77,18491.94,397.51283333333333,308.19899999999996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13882,27062.0,TOTAL,1816.0,729777.5199999999,561457.4199999999,401.85986784140965,309.17258810572685,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13885,27065.0,TOTAL,162.0,52492.37,41177.98,324.02697530864197,254.18506172839508,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13889,27066.0,TOTAL,305.0,134523.36,104620.85,441.06019672131146,343.01918032786887,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13895,27070.0,TOTAL,240.0,121060.74,94213.35,504.41975,392.555625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13898,27071.0,TOTAL,703.0,431391.56,333108.31,613.6437553342816,473.8382788051209,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13901,27075.0,TOTAL,69.0,119182.74,93398.12999999999,1727.2860869565218,1353.5960869565215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13904,27076.0,TOTAL,99.0,214128.48,167850.92,2162.9139393939395,1695.4638383838385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13910,27078.0,TOTAL,44.0,79417.74,62301.4,1804.9486363636365,1415.9409090909091,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13913,27080.0,TOTAL,351.0,130590.6,100769.88,372.0529914529915,287.0936752136752,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13916,27086.0,TOTAL,74.0,14961.76,11372.08,202.18594594594595,153.67675675675676,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
