,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,AVERAGE ALLOWED CHARGES,AVERAGE PAYMENT,CARDIOVASCULAR,DIGESTIVE SYSTEM,EAR,ENDOCRINE SYSTEM,EYE,FEMALE GENITALIA,INTEGUMENTARY,LYMPHATIC,MALE GENITALIA,MATERNITY,MEDIASTINUM,MUSCULOSKELETAL,RESPIRATORY,URINARY,y
4976,69662.0,TOTAL,196.0,270559.19,210187.76,1380.404030612245,1072.386530612245,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
4980,69666.0,TOTAL,150.0,93279.91,72250.28,621.8660666666667,481.6685333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
4984,69667.0,TOTAL,186.0,88142.83,67702.48999999999,473.8861827956989,363.99188172043006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
4987,69670.0,TOTAL,94.0,58915.47,45166.18,626.7603191489362,480.4912765957447,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
4991,69700.0,TOTAL,12.0,5895.91,4584.35,491.3258333333333,382.0291666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
4996,69711.0,TOTAL,38.0,35334.21,26468.02,929.8476315789474,696.5268421052632,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
5000,69714.0,TOTAL,1079.0,1987250.1,1512068.66,1841.7517145505099,1401.3611306765522,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
5002,69715.0,TOTAL,15.0,31508.57,24472.2,2100.5713333333333,1631.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
5005,69717.0,TOTAL,79.0,99023.38,77155.02,1253.460506329114,976.6458227848102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
5010,69720.0,TOTAL,130.0,109685.3,85647.52,843.733076923077,658.8270769230769,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
5016,69740.0,TOTAL,21.0,15154.98,11881.47,721.6657142857142,565.7842857142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
5021,69799.0,TOTAL,129.0,31623.04,24276.26,245.13984496124033,188.18806201550387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
5025,69801.0,TOTAL,18475.0,3428399.1,2619617.35,185.5696400541272,141.79254939106903,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
5027,69805.0,TOTAL,61.0,66447.98,51435.28,1089.3111475409835,843.2013114754099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
5030,69806.0,TOTAL,143.0,152384.75,117369.81,1065.6276223776224,820.767902097902,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
5037,69905.0,TOTAL,20.0,20040.62,12925.65,1002.031,646.2825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
5041,69910.0,TOTAL,98.0,101249.62,78202.98,1033.159387755102,797.9895918367347,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
5047,69930.0,TOTAL,3257.0,9248803.07,7181280.55,2839.6693490942585,2204.8758213079523,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
5049,69949.0,TOTAL,59.0,50274.62,39412.23,852.1122033898306,668.0038983050848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
5055,69955.0,TOTAL,15.0,22115.21,17338.31,1474.3473333333334,1155.8873333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
5061,69970.0,TOTAL,25.0,42863.09,33604.69,1714.5235999999998,1344.1876000000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
5064,69979.0,TOTAL,15.0,16261.94,12749.35,1084.1293333333333,849.9566666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
5068,69990.0,TOTAL,13245.0,2617205.99,2034428.75,197.59954624386563,153.59975462438655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
5070,60000.0,TOTAL,20.0,2469.41,1936.03,123.47049999999999,96.8015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5073,60100.0,TOTAL,11763.0,1004234.77,761331.29,85.37233443849358,64.72254441894074,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5077,60200.0,TOTAL,2009.0,1027744.05,802639.0,511.56996017919363,399.5216525634644,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5080,60210.0,TOTAL,1492.0,762031.96,591310.82,510.74528150134046,396.32092493297586,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5083,60212.0,TOTAL,171.0,139152.83,107780.66,813.7592397660818,630.2962573099416,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5087,60220.0,TOTAL,10154.0,6014549.89,4650585.48,592.3330598778806,458.00526688989567,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5091,60225.0,TOTAL,647.0,492735.65,377393.38,761.5697836166925,583.2973415765069,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5095,60240.0,TOTAL,11847.0,8891693.54,6862238.98,750.5438963450662,579.2385397146958,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5098,60252.0,TOTAL,1958.0,2067885.03,1604721.7,1056.1210572012258,819.5718590398366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5101,60254.0,TOTAL,233.0,309110.76,240541.23,1326.6556223175967,1032.3657939914165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5105,60260.0,TOTAL,1668.0,1486450.48,1153286.47,891.1573621103117,691.418747002398,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5108,60270.0,TOTAL,245.0,246294.16,190749.21,1005.2822857142858,778.5682040816326,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5112,60271.0,TOTAL,2101.0,1863607.81,1446138.85,887.0099048072346,688.3097810566397,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5116,60280.0,TOTAL,432.0,252900.11,193023.91,585.4169212962962,446.81460648148146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5119,60281.0,TOTAL,16.0,12937.12,9697.980000000001,808.57,606.1237500000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5122,60300.0,TOTAL,647.0,56814.86,43179.83,87.81276661514683,66.73853168469861,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5126,60500.0,TOTAL,21205.0,16868392.77,13083295.47,795.4912883753832,616.991062013676,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5130,60502.0,TOTAL,1121.0,1139284.82,885707.58,1016.3111685994648,790.1048884924174,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5133,60505.0,TOTAL,136.0,157928.23,122580.47,1161.2369852941176,901.3269852941177,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5136,60512.0,TOTAL,3044.0,645239.38,502106.06,211.97088699080157,164.94942838370565,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5140,60520.0,TOTAL,448.0,362406.63,282613.05,808.9433705357143,630.8327008928571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5143,60521.0,TOTAL,528.0,325207.41,251448.3,615.9231249999999,476.2278409090909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5146,60522.0,TOTAL,163.0,155787.17,120504.94,955.7495092024541,739.2941104294479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5149,60540.0,TOTAL,547.0,351066.68,272189.88,641.803802559415,497.60489945155393,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5152,60545.0,TOTAL,170.0,136900.99,107343.04,805.2999411764705,631.4296470588235,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5155,60600.0,TOTAL,189.0,212520.65,163118.4,1124.4478835978837,863.0603174603174,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5158,60605.0,TOTAL,25.0,34847.68,27302.56,1393.9072,1092.1024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5161,60650.0,TOTAL,1483.0,1359665.72,1051152.58,916.8346055293324,708.801469993257,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5164,60659.0,TOTAL,21.0,18479.28,14250.65,879.9657142857143,678.6023809523809,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5168,60699.0,TOTAL,183.0,59794.22,46941.06,326.7443715846995,256.5085245901639,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5175,61020.0,TOTAL,491.0,47611.18,36815.13,96.9677800407332,74.9798981670061,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5177,61026.0,TOTAL,373.0,36411.97,28224.23,97.61922252010724,75.66817694369973,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5180,61050.0,TOTAL,112.0,9179.599999999999,6793.95,81.96071428571427,60.660267857142856,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5183,61055.0,TOTAL,452.0,56628.23,42807.76,125.28369469026549,94.70743362831858,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5187,61070.0,TOTAL,4623.0,342839.78,261261.05,74.15958901146442,56.51331386545533,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5190,61105.0,TOTAL,61.0,25838.21,20246.49,423.5772131147541,331.90967213114754,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5193,61107.0,TOTAL,2693.0,869833.84,674639.53,322.9980839212774,250.51597846268103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5196,61108.0,TOTAL,422.0,370015.67,288719.35,876.8143838862559,684.1690758293838,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5199,61120.0,TOTAL,84.0,44579.33,34609.51,530.7063095238095,412.0179761904762,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5202,61140.0,TOTAL,449.0,481072.21,375648.09,1071.4303118040089,836.6327171492205,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5205,61150.0,TOTAL,82.0,100448.64,77924.87,1224.9834146341464,950.3032926829268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5211,61154.0,TOTAL,6958.0,8026106.67,6260119.64,1153.5077134233975,899.7010117849957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5214,61156.0,TOTAL,129.0,115210.96,90337.67,893.1082170542636,700.292015503876,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5217,61210.0,TOTAL,1838.0,586461.67,455984.05,319.0759902067465,248.08707834602828,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5220,61215.0,TOTAL,176.0,86138.56,67506.83,489.4236363636364,383.5615340909091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5223,61250.0,TOTAL,26.0,19305.97,15135.88,742.5373076923078,582.1492307692307,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5226,61253.0,TOTAL,26.0,13642.54,10319.36,524.713076923077,396.89846153846156,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5230,61304.0,TOTAL,548.0,766038.04,596610.51,1397.8796350364964,1088.7053102189782,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5233,61305.0,TOTAL,45.0,77595.8,60752.61,1724.351111111111,1350.058,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5236,61312.0,TOTAL,12579.0,21069126.08,16431999.51,1674.9444375546545,1306.3041187693775,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5239,61313.0,TOTAL,1861.0,2995476.92,2338655.49,1609.606082751209,1256.666034390113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5242,61314.0,TOTAL,314.0,467412.93,365358.72,1488.5762101910827,1163.5628025477706,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5245,61315.0,TOTAL,484.0,830114.9,645330.55,1715.1134297520662,1333.3275826446281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5248,61316.0,TOTAL,159.0,15218.54,11888.0,95.71408805031447,74.76729559748428,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5251,61320.0,TOTAL,478.0,717218.93,557594.8,1500.4580125523014,1166.516317991632,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5254,61321.0,TOTAL,32.0,55985.06,43892.32,1749.533125,1371.635,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5257,61322.0,TOTAL,859.0,1839347.1,1424204.8,2141.2655413271245,1657.979976717113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5260,61323.0,TOTAL,152.0,363851.97,285162.76,2393.7629605263155,1876.0707894736843,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5263,61330.0,TOTAL,18.0,26992.68,21116.44,1499.5933333333332,1173.1355555555556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5265,61332.0,TOTAL,12.0,21355.62,16742.79,1779.635,1395.2325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5268,61333.0,TOTAL,31.0,45290.33,35500.29,1460.9783870967742,1145.1706451612904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5271,61340.0,TOTAL,16.0,14735.16,11552.37,920.9475,722.023125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5274,61343.0,TOTAL,474.0,826361.7999999999,640118.89,1743.3793248945146,1350.4617932489452,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5277,61345.0,TOTAL,98.0,165664.35,129765.34,1690.4525510204082,1324.1361224489794,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5280,61450.0,TOTAL,28.0,40830.22,31959.61,1458.222142857143,1141.4146428571428,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5283,61458.0,TOTAL,1142.0,1922803.32,1483604.08,1683.7156917688267,1299.1279159369528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5286,61460.0,TOTAL,38.0,65692.41,48018.07999999999,1728.7476315789474,1263.6336842105259,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5291,61500.0,TOTAL,743.0,791255.51,613142.41,1064.9468506056528,825.2253162853298,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5294,61501.0,TOTAL,158.0,146039.46,112997.71,924.3003797468353,715.1753797468355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5297,61510.0,TOTAL,10272.0,18362429.24,14283109.4,1787.6196690031152,1390.4896222741434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5300,61512.0,TOTAL,3530.0,7261325.35,5662305.96,2057.032677053824,1604.0526798866856,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5303,61514.0,TOTAL,196.0,296701.68,232582.94,1513.784081632653,1186.6476530612244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5306,61516.0,TOTAL,141.0,215126.97,166639.67,1525.7231914893616,1181.8416312056738,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5309,61517.0,TOTAL,103.0,9398.93,7318.12,91.25174757281553,71.04970873786408,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5312,61518.0,TOTAL,1640.0,3664817.14,2842805.19,2234.644597560976,1733.4177987804878,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5315,61519.0,TOTAL,413.0,981637.36,767621.97,2376.8459079903146,1858.648837772397,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5318,61520.0,TOTAL,432.0,1269478.23,985063.4,2938.607013888889,2280.239351851852,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5321,61521.0,TOTAL,106.0,303252.06,235869.71,2860.8684905660375,2225.1859433962263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5324,61522.0,TOTAL,31.0,50704.55,39749.64,1635.6306451612904,1282.2464516129032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5327,61524.0,TOTAL,50.0,86429.11,67880.99,1728.5822,1357.6198000000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5330,61526.0,TOTAL,83.0,232867.01,180390.43,2805.6266265060244,2173.3786746987953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5333,61530.0,TOTAL,24.0,53463.16,41856.42,2227.6316666666667,1744.0175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5336,61531.0,TOTAL,24.0,19528.11,15310.05,813.67125,637.9187499999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5339,61533.0,TOTAL,123.0,146904.09,112649.01,1194.3421951219511,915.8456097560975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5344,61535.0,TOTAL,59.0,53259.81,41411.85,902.7086440677966,701.8957627118643,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5347,61536.0,TOTAL,22.0,51056.37,37916.76,2320.744090909091,1723.489090909091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5350,61537.0,TOTAL,123.0,271529.24,205634.09,2207.5547967479674,1671.8218699186991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5353,61538.0,TOTAL,69.0,161232.42,124753.34,2336.701739130435,1808.0194202898551,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5356,61539.0,TOTAL,21.0,32405.8,23478.9,1543.1333333333332,1118.0428571428572,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5359,61540.0,TOTAL,30.0,40671.01,31905.44,1355.7003333333334,1063.5146666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5362,61541.0,TOTAL,26.0,42415.93,33030.64,1631.3819230769232,1270.4092307692308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5371,61545.0,TOTAL,33.0,87320.95000000001,68566.13,2646.089393939394,2077.761515151515,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5374,61546.0,TOTAL,53.0,95912.06,75120.09999999999,1809.6615094339622,1417.3603773584905,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5377,61548.0,TOTAL,1143.0,1356751.56,1053911.68,1187.0092388451444,922.0574628171478,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5390,61563.0,TOTAL,19.0,30843.71,24181.48,1623.3531578947368,1272.7094736842105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5393,61564.0,TOTAL,16.0,21601.62,16935.65,1350.10125,1058.478125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5396,61566.0,TOTAL,25.0,54855.32999999999,41785.66,2194.2131999999997,1671.4264,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5399,61570.0,TOTAL,26.0,38668.48,29356.12,1487.249230769231,1129.0815384615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5402,61571.0,TOTAL,18.0,27442.46,21374.26,1524.581111111111,1187.4588888888889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5405,61575.0,TOTAL,49.0,90167.31,70562.99,1840.1491836734695,1440.0610204081634,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5411,61580.0,TOTAL,208.0,464609.02,362664.34,2233.6972115384615,1743.5785576923079,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5414,61581.0,TOTAL,85.0,223245.96,175144.12,2626.423058823529,2060.5190588235296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5417,61582.0,TOTAL,100.0,252041.71,197568.1,2520.4171,1975.681,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5420,61583.0,TOTAL,302.0,679564.4,530065.67,2250.213245033113,1755.1843377483444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5423,61584.0,TOTAL,341.0,734585.15,572924.9,2154.208651026393,1680.1316715542523,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5426,61585.0,TOTAL,35.0,71746.27,56249.03000000001,2049.8934285714286,1607.1151428571432,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5429,61586.0,TOTAL,46.0,74808.63,58618.9,1626.2745652173915,1274.3239130434783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5432,61590.0,TOTAL,407.0,997581.28,777729.5199999999,2451.059656019656,1910.8833415233412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5436,61591.0,TOTAL,157.0,377629.72,295919.56,2405.284840764331,1884.8379617834394,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5439,61592.0,TOTAL,399.0,768132.48,598444.5599999999,1925.144060150376,1499.8610526315788,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5442,61595.0,TOTAL,216.0,326079.12,250209.51,1509.6255555555556,1158.3773611111112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5445,61596.0,TOTAL,94.0,153436.99,120179.33,1632.3084042553191,1278.503510638298,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5448,61597.0,TOTAL,124.0,211544.88,165273.62,1706.0070967741935,1332.8517741935484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5451,61598.0,TOTAL,73.0,125047.02,97268.78,1712.9728767123288,1332.4490410958904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5454,61600.0,TOTAL,309.0,391543.68,304213.4,1267.131650485437,984.5093851132686,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5457,61601.0,TOTAL,541.0,672478.92,524234.47,1243.029426987061,969.0101109057301,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5461,61605.0,TOTAL,495.0,700295.8300000001,545829.36,1414.7390505050507,1102.6855757575756,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5464,61606.0,TOTAL,175.0,327599.87,253729.7,1871.999257142857,1449.884,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5467,61607.0,TOTAL,119.0,223696.72,173755.23,1879.8043697478993,1460.1279831932775,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5470,61608.0,TOTAL,398.0,1031394.13,803287.1,2591.4425376884424,2018.309296482412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5481,61615.0,TOTAL,77.0,157391.67,121419.28,2044.0476623376626,1576.8737662337662,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5484,61616.0,TOTAL,446.0,1195480.08,930970.7699999999,2680.448609865471,2087.3784080717487,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5487,61618.0,TOTAL,1037.0,693613.84,541081.08,668.8658052073288,521.7753905496625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5490,61619.0,TOTAL,347.0,252034.77,197558.65,726.324985590778,569.3332853025936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5493,61623.0,TOTAL,337.0,173416.63,135297.79,514.5894065281899,401.47712166172107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5496,61624.0,TOTAL,5374.0,6297961.97,4904373.3,1171.9318887234833,912.6113323409006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5499,61626.0,TOTAL,1248.0,1085031.42,843829.6,869.4162019230769,676.1455128205127,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5502,61630.0,TOTAL,185.0,243153.98,188343.48,1314.345837837838,1018.0728648648649,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5505,61635.0,TOTAL,388.0,536670.8200000001,417673.85,1383.1722164948455,1076.4789948453608,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5514,61680.0,TOTAL,119.0,223127.67,173350.98,1875.02243697479,1456.730924369748,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5517,61682.0,TOTAL,154.0,529912.5,403226.63,3440.9902597402597,2618.35474025974,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5520,61684.0,TOTAL,37.0,85387.45999999999,67013.51000000001,2307.769189189189,1811.1759459459463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5523,61686.0,TOTAL,74.0,285621.76,223812.16,3859.7535135135136,3024.488648648649,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5526,61690.0,TOTAL,30.0,54934.17,43118.25,1831.139,1437.275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5529,61692.0,TOTAL,41.0,128656.94,100867.08,3137.9741463414634,2460.172682926829,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5532,61697.0,TOTAL,1167.0,4155775.29,3239194.17,3561.0756555269923,2775.6591002570694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5535,61698.0,TOTAL,64.0,250839.12,196620.91,3919.36125,3072.20171875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5538,61700.0,TOTAL,472.0,1320100.29,1028923.22,2796.822648305085,2179.9220762711866,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5541,61702.0,TOTAL,13.0,41248.41,32305.73,3172.954615384616,2485.056153846154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5550,61708.0,TOTAL,13.0,33491.92999999999,26236.22,2576.3023076923073,2018.1707692307693,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5553,61710.0,TOTAL,37.0,74106.71,57957.61,2002.8840540540543,1566.4218918918918,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5556,61711.0,TOTAL,119.0,241391.07,189238.09,2028.496386554622,1590.236050420168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5559,61720.0,TOTAL,11.0,14861.35,11651.32,1351.0318181818182,1059.2109090909091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5562,61735.0,TOTAL,52.0,90388.65,70838.3,1738.243269230769,1362.275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5565,61750.0,TOTAL,927.0,1318943.13,1025732.19,1422.808122977346,1106.507216828479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5568,61751.0,TOTAL,1317.0,1818613.99,1412833.37,1380.8762262718299,1072.7664160971906,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5571,61760.0,TOTAL,117.0,190088.78,144580.71,1624.6904273504274,1235.732564102564,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5574,61770.0,TOTAL,30.0,45574.74,35730.57,1519.158,1191.019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5578,61781.0,TOTAL,12735.0,3136561.25,2442752.16,246.2945622300746,191.8140683156655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5582,61782.0,TOTAL,10476.0,1911617.28,1479101.64,182.4758762886598,141.18954180985108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5585,61783.0,TOTAL,7671.0,1731126.4,1347930.19,225.67154217181593,175.71766262547254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5588,61790.0,TOTAL,606.0,558539.39,433635.73,921.6821617161717,715.570511551155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5591,61791.0,TOTAL,64.0,72021.99,55898.15,1125.34359375,873.40859375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5594,61796.0,TOTAL,6115.0,6416128.39,4996854.84,1049.2442174979558,817.1471529026983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5597,61797.0,TOTAL,6281.0,1450802.18,1130543.39,230.9826747333227,179.99417131030089,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5600,61798.0,TOTAL,3802.0,5412683.9,4211600.45,1423.6412151499212,1107.7328905839033,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5603,61799.0,TOTAL,909.0,296509.31,231860.25,326.1928602860286,255.07178217821783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5606,61800.0,TOTAL,6155.0,993292.63,774075.62,161.37979366368805,125.76370755483347,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5612,61860.0,TOTAL,45.0,54299.44,40708.14,1206.6542222222222,904.6253333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5615,61863.0,TOTAL,592.0,830561.13,641650.05,1402.9748817567568,1083.8683277027028,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5618,61864.0,TOTAL,312.0,83950.95,64895.25,269.0735576923077,207.99759615384616,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
5621,61867.0,TOTAL,2757.0,5901517.810000001,4567454.34,2140.5577838229965,1656.6754951033731,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
